Question,Answer,Mode
Which companies visit LPU for placements?,"900+ companies visit annually including: Tech Giants - Google, Microsoft, Amazon, Adobe, Intel, Cisco, Oracle. IT Services - TCS, Infosys, Wipro, Cognizant, HCL, Tech Mahindra, Capgemini. Consulting - Deloitte, EY, PwC, KPMG. Core - L&T, Tata Steel, Ashok Leyland. Banking - ICICI, HDFC, Axis. E-commerce - Flipkart, Paytm, Swiggy. Startups - Ola, Zomato, multiple funded startups. International - Japanese, European companies. Mass recruiters + core companies + dream offers. Placement rate: 90%+ for engineering.",Placements and Career
What is the highest and average package?,"Placement Statistics 2023-24: Highest domestic package: ₹64 lakh per annum (Microsoft), Highest international: ₹1.05 crore (European company), Average CSE: ₹8.5 LPA, Average overall engineering: ₹6.5 LPA, Median: ₹5.5 LPA. 90%+ CSE placed, 85%+ overall engineering. 500+ students above ₹10 LPA. Multiple offers: Many students get 2-3 offers. Super dream (₹15L+): 200+ students. Dream (₹7-15L): 1500+ students. Package depends on: Branch, CGPA, Skills, Performance in interviews.",Placements and Career
When does placement process start?,"Placement Timeline: Pre-placement training: From 5th semester (practice + aptitude + coding). Registration: Semester 6 (eligible with 6.0+ CGPA, no backlogs). Company visits: August onwards (final year). Peak season: September-February. Off-campus: Throughout year. Process stages: Resume shortlist → Aptitude test → Technical rounds (2-3) → HR round → Offer letter. Duration: 2-4 weeks per company. Multiple attempts allowed. Placement cell support throughout. Super dream policy: Can sit after getting dream offer in some companies. No cap on offers.",Placements and Career
What is placement eligibility criteria?,"Eligibility requirements: CGPA: Minimum 6.0 (some companies 7.0+), No active backlogs, 75% attendance throughout, No disciplinary action, Bond acceptance: 1-2 years for some companies. Branch-specific: CSE/IT: Most opportunities, ECE/EE/ME: Core + IT both, Civil/other: Core focused. Additional: Communication skills, Aptitude clearing, Technical knowledge. Gap years: Acceptable if explained. Company-specific: Each has own criteria (some want 60%+ in 10th/12th). Multiple companies: Can sit for all eligible. Dream policy: After dream offer, limited companies access.",Placements and Career
Does LPU provide placement training?,"Comprehensive training: Aptitude training: Quant, Reasoning, Verbal (weekly tests from semester 5). Coding: DSA, Competitive programming, Company-specific patterns. Communication: English speaking, Group discussions, Presentation skills. Technical: Interview questions, Subject revision, Project guidance. Mock interviews: By industry experts, HR rounds, Technical rounds, Feedback sessions. Resume building: Professional format, Highlighting skills, Project descriptions. Workshops: Company-specific prep, Industry trends, Soft skills. Duration: 3 semesters (5th to 7th). Faculty: Industry experts + alumni. Materials: Question banks, Previous papers, Online platforms access. Free: All training included in fees.",Placements and Career
Can I sit for off-campus placements?,"Yes! Off-campus encouraged: University supports: Job postings shared, Reference provided, Interview leave granted. Platforms: LinkedIn, Naukri, Indeed, Company career pages, Referrals from alumni. Rules: Inform T&P cell, No clash with on-campus drives, Offer letter verification needed. Benefits: Can continue on-campus parallely, More opportunities, Higher packages often, Startups + MNCs. Process: Apply yourself → Clear rounds → Get offer → Submit to T&P → Verification → Acceptance. Alumni network: 200,000+ for referrals. Success stories: Many students get off-campus offers above on-campus. No restriction: Full freedom for off-campus.",Placements and Career
What is super dream/dream company policy?,"Company classification: Super Dream: Package ₹15+ LPA (Google, Microsoft, Amazon etc.), Dream: ₹7-15 LPA (Adobe, Cisco, Oracle etc.), Regular: Below ₹7 LPA. Policy: After super dream offer: Can sit for other super dreams only (limited). After dream offer: Can sit for regular companies (some restrictions). Regular offers: No restrictions, multiple attempts. Reason: Equal opportunities for all students, Prevent hoarding of offers. Special cases: Role-based differentiation, If first offer <6.5 LPA, all companies open. Choice: Students can reject offers (strategic decisions). Target: Every student should get best possible opportunity.",Placements and Career
How to prepare for placements?,"Preparation roadmap: Semester 5-6: Master DSA (Data Structures + Algorithms), Practice LeetCode/GeeksforGeeks (500+ problems), Learn 2 programming languages deeply, Build 2-3 strong projects, Improve communication skills. Semester 7: Company-wise preparation, Mock interviews weekly, Aptitude daily practice, Update resume professionally, Network with alumni. Resources: LPU Placement portal practice tests, Company previous papers, Online courses (Coursera/Udemy), Coding platforms competitions. Strategy: Start early (semester 5), Consistent practice daily, Focus on basics strong, Learn from rejections, Multiple company preparation. Mentorship: Seniors, Faculty, T&P cell guidance. Group study: Form peer groups for motivation.",Placements and Career
What internship opportunities exist?,"Internship programs: Duration: 6-8 weeks (summer), 4-6 months (winter for final year). Companies: Same companies offer internships + placements, Google, Microsoft internships available, Startups for hands-on experience. Stipend: ₹10,000 - ₹1,00,000/month, Many unpaid (learning focused). Process: Campus drives in semester 4-5, Off-campus applications welcome, Project-based selection. Benefits: Pre-placement offers (PPO) possible, Industry exposure, Resume building, Networking  opportunities. Credit: 2-4 credits for summer internship. Support: Internship cell assistance, Resume forwarding, Verification of offers. Recommendation: Do minimum 2 internships before final placements. Many students convert internship to full-time offer.",Placements and Career
What roles are offered in placements?,"Job profiles: Software Development Engineer (SDE): Backend, Frontend, Full-stack development. Data roles: Data Scientist, Data Analyst, ML Engineer. IT Services: Business Analyst, System Engineer, Support Engineer. Core engineering: Production, Design, Quality, R&D. Management: HR, Marketing, Finance roles for MBA. Consulting: Business consultant, Technology consultant. Sales: B2B sales, Technical sales. Testing: Manual, Automation testing. DevOps: Site Reliability Engineer. UI/UX: Design roles. Research: R&D for ME/ECE. Teaching: For Polytechnic colleges. Mostly: Based on branch and skills. Preference: Students can choose profile.",Placements and Career
Does LPU have alumni network for jobs?,"Strong alumni network: 200,000+ alumni worldwide, Present in: Google, Microsoft, Amazon, Goldman Sachs, Top MNCs, Leading startups. LinkedIn group: 50,000+ active members. Support: Referrals for jobs, Interview preparation tips, Industry insights, Mentorship programs. Alumni portal: Job postings, Networking events, Connect for guidance. Alumni meets: Regional chapters worldwide, Annual reunion at campus, Industry-specific groups. Success stories: Many reach senior positions, Found successful startups, Support current students actively. Contact: Alumni affairs office, Mentorship matching platform. Value: Opens doors through references, Insider information about companies.",Placements and Career
What if I don't get placed on campus?,"Support continues: Extended placement drive: Till June after convocation, Off-campus assistance: Job sharing continues, Resume forwarding to companies. Training extension: Additional mock interviews, Skill enhancement workshops. Higher studies: Guidance for MS/MBA, GATE coaching center on campus. Entrepreneurship: Startup incubation support, Seed funding opportunities. Part-time: Industry projects, Freelancing guidance. Statistics: 95%+ eventually placed within 6 months. Special cell: For late placements, Personal counseling, Career counseling. No pressure: Focus on right fit not any fit. Alternative: Internships leading to full-time. Reality: On-campus not everything, Many successful careers off-campus.",Placements and Career
Can I choose location preference?,"Location choices available: Metro cities: Bangalore, Pune, Hyderabad, Delhi NCR, Mumbai, Chennai. Tier-2 cities: Ahmedabad, Chandigarh, Jaipur, Indore. Work from home: Becoming common post-COVID. International: Few companies offer abroad opportunities. Process: Preference marked during registration, Company discloses locations, Final decision: Company's, Student can reject if not preferred. Reality: Limited bargaining for freshers, Location assignment post-training often, Relocation support provided by companies. Strategy: Keep flexible initially, Gain experience 2-3 years then switch. Bangalore: Maximum opportunities, Startups: Usually metros, MNCs: Multiple locations available.",Placements and Career
What is the bond period for placements?,"Bond policies: Company bonds: 1-3 years common, Service agreement signed, Breaking: Pay penalty (usually 50,000-2,00,000), Notice period: 30-90 days. University bond: NO bond from LPU side, No payment to university for placement, Full freedom to switch jobs. Service bonds: TCS:  2 years, Cognizant: 2 years, Infosys: 1.5 years, Some core: 3 years. Considerations: Read offer letter carefully, Understand penalty clauses, Bonds protect company training investment. Reality: Most students complete bond period, Early switch: Possible but expensive, Foreign opportunities: Bond completion often required. Advice: Accept bonds if good company, First job experience is valuable.",Placements and Career
